FN4    220.32150     -3.99500     -0.13374      1.00000
FN4    215.83650     -4.50500     -0.08278      1.00000
FN4    214.48650     -6.71000     -0.15170      1.00000
FN4    209.14650     -8.09000     -0.02507      1.00000
FN4    216.25650    -11.34500     -0.18101      1.00000
FN4    208.96650    -13.38500     -0.09823      1.00000
FN4    213.93150    -13.46000     -0.08436      1.00000
FN4    212.95650    -14.39000     -0.16176      1.00000
FN4    208.20150    -14.88500     -0.06426      1.00000
FN4    207.75150     -2.40500     -0.12352      1.00000
FN4    209.59650    -17.51000     -0.04790      1.00000
FN4    223.33650     -2.78000     -0.20679      1.00000
FN4    209.71650    -19.46000      0.01088      1.00000
FN4    208.63650    -20.01500      0.00918      1.00000
FN4    218.86650    -24.08000     -0.19906      1.00000
FN4    218.08650    -24.84500     -0.11759      1.00000
FN4    220.69650    -25.59500     -0.27261      1.00000
FN4    207.90150    -28.70000     -0.01166      1.00000
FN4    221.56650    -29.70500     -0.17125      1.00000
FN4    211.21650    -30.15500     -0.00962      1.00000
FN4    210.24150     -3.06500     -0.18094      1.00000
FN4    221.74650     -6.60500     -0.14457      1.00000
FN4    214.02150     -7.52000     -0.22061      0.95683
FN4    209.86650     -8.37500     -0.12554      1.00000
FN4    210.03150    -13.65500     -0.02881      1.00000
FN4    211.56150    -14.09000     -0.13033      1.00000
FN4    210.96150     -4.85000     -0.03732      0.91989
FN4    206.59650    -18.18500     -0.04554      1.00000
FN4    205.48650    -18.39500     -0.07375      1.00000
FN4    220.71150    -18.84500     -0.06556      0.79777
FN4    218.32650    -19.29500     -0.12351      1.00000
FN4    219.27150    -19.76000     -0.16873      1.00000
FN4    207.81150    -20.42000     -0.07519      1.00000
FN4    210.30150    -21.08000     -0.05856      1.00000
FN4    208.32150    -22.46000     -0.04258      1.00000
FN4    211.35150    -23.30000     -0.03492      1.00000
FN4    213.52650    -23.40500      0.04475      0.70714
FN4    209.22150    -26.10500     -0.06052      1.00000
FN4    216.33150    -29.36000     -0.11905      1.00000
FN4    205.47150    -29.52500     -0.03760      1.00000
FN4    205.50150     -4.94000     -0.14124      1.00000
FN4    209.83650    -30.80000      0.02817      1.00000
FN4    208.00650     -6.92000     -0.07073      1.00000
FN4    206.43150     -7.34000     -0.04979      1.00000
FN4    215.58150     -7.67000     -0.11171      1.00000
FN4    211.99650     -8.42000     -0.07374      1.00000
FN4    207.19650     -9.44000     -0.05354      1.00000
FN4    210.39150    -14.00000     -0.06973      1.00000
FN4    218.65650     -2.75000     -0.16117      1.00000
FN4    216.81150     -4.29500     -0.08735      1.00000
FN4    220.86150    -15.74000     -0.03073      0.80930
FN4    207.49650    -17.61500     -0.06517      1.00000
FN4    222.07650    -17.99000     -0.15981      1.00000
FN4    212.41650    -17.52500      0.01162      0.81913
FN4    222.58650    -20.04500     -0.17841      1.00000
FN4    215.16150    -20.51000     -0.03848      1.00000
FN4    217.65150    -21.95000     -0.08273      1.00000
FN4    211.33650    -23.12000      0.07076      0.74161
FN4    208.02150    -23.40500     -0.00230      1.00000
FN4    206.11650    -28.16000     -0.06001      1.00000
FN4    217.44150    -28.37000     -0.09236      1.00000
FN4    205.45650    -30.11000      0.00997      1.00000
FN4    207.96150     -7.19000     -0.15393      0.91064
FN4    206.05650    -11.94500     -0.08440      1.00000
FN4    217.36650    -12.15500     -0.23188      0.95910
FN4    219.34650    -12.20000     -0.11477      1.00000
FN4    222.46650    -14.28500     -0.19451      0.76840
FN4    209.76150    -14.58500     -0.06788      1.00000
FN4    206.37150    -15.11000     -0.04314      1.00000
FN4    222.52650     -3.83000     -0.22826      1.00000
FN4    220.86150    -15.83000     -0.00526      1.00000
FN4    206.28150    -16.44500     -0.02490      1.00000
FN4    215.11650     -4.31000     -0.14229      1.00000
FN4    218.52150    -17.25500     -0.11504      1.00000
FN4    213.64650    -17.36000     -0.01477      1.00000
FN4    219.12150    -18.05000     -0.11137      1.00000
FN4    221.52150    -18.92000     -0.17021      1.00000
FN4    222.91650    -19.40000     -0.13169      1.00000
FN4    215.38650    -21.14000     -0.02353      1.00000
FN4    220.80150    -21.17000     -0.14831      1.00000
FN4    206.94150    -21.87500     -0.01843      1.00000
FN4    210.69150    -21.99500      0.06504      0.97692
FN4    207.67650    -22.65500     -0.05804      1.00000
FN4    214.27650    -23.45000      0.02322      1.00000
FN4    211.75650    -27.71000     -0.05493      1.00000
FN4    211.65150    -29.06000      0.05365      1.00000
FN4    218.46150    -29.72000     -0.05474      0.92457
FN4    206.04150    -29.85500     -0.00971      1.00000
FN4    217.59150     -5.75000     -0.09900      1.00000
FN3    211.54650     27.50000     -0.08580      1.00000
FN3    214.12650     26.69000     -0.12281      1.00000
FN3    211.27650     25.91000     -0.05160      1.00000
FN3    208.93650     21.11000     -0.08006      1.00000
FN3    211.65150     21.06500     -0.07689      1.00000
FN3    217.05150     20.37500     -0.15493      1.00000
FN3    218.17650     17.93000     -0.10757      1.00000
FN3    222.33150     17.75000     -0.10723      1.00000
FN3    221.49150     17.42000     -0.10905      1.00000
FN3    217.54650     29.15000     -0.15221      1.00000
FN3    206.19150     14.82500     -0.06204      1.00000
FN3    211.02150     12.84500     -0.09089      1.00000
FN3    205.56150     12.77000     -0.08958      1.00000
FN3    218.07150     28.29500     -0.16709      1.00000
FN3    213.49650      9.42500     -0.08027      1.00000
FN3    212.17650      8.54000     -0.08747      1.00000
FN3    210.09150      4.04000     -0.02496      1.00000
FN3    211.62150      3.62000     -0.10148      1.00000
FN3    215.95650      3.42500      0.00114      1.00000
FN3    213.99150     30.26000     -0.12502      1.00000
FN3    208.81650     30.18500     -0.11584      1.00000
FN3    206.94150     27.89000     -0.09804      1.00000
FN3    208.65150     27.80000     -0.11439      1.00000
FN3    211.77150     27.26000     -0.10115      1.00000
FN3    210.52650     26.91500     -0.11917      1.00000
FN3    209.26650     26.28500     -0.09923      1.00000
FN3    213.33150     26.13500     -0.08973      1.00000
FN3    218.97150     25.79000     -0.13272      1.00000
FN3    207.30150     25.76000     -0.10224      1.00000
FN3    215.89650     23.49500     -0.05412      1.00000
FN3    217.90650     23.25500     -0.11371      1.00000
FN3    206.65650     22.76000     -0.09418      1.00000
FN3    215.34150     22.25000     -0.14071      1.00000
FN3    216.58650     22.95500     -0.11090      1.00000
FN3    211.98150     21.72500     -0.16221      1.00000
FN3    207.97650     20.72000     -0.08783      1.00000
FN3    209.95650     20.43500     -0.11964      1.00000
FN3    216.04650     19.92500     -0.09819      1.00000
FN3    213.07650     19.44500     -0.07588      1.00000
FN3    218.38650     17.81000     -0.10074      1.00000
FN3    217.68150     16.82000     -0.06692      1.00000
FN3    212.01150     16.04000     -0.16745      0.98664
FN3    209.05650     16.05500     -0.07219      1.00000
FN3    221.16150     15.62000     -0.05352      1.00000
FN3    206.34150     13.49000     -0.18991      0.78528
FN3    217.57650     11.12000     -0.05683      1.00000
FN3    218.10150     10.28000     -0.08724      1.00000
FN3    211.57650      9.47000     -0.07273      1.00000
FN3    208.50150      9.08000      0.03257      0.72400
FN3    214.15650      8.66000     -0.09213      1.00000
FN3    211.32150      7.88000     -0.15244      1.00000
FN3    218.10150      7.82000     -0.11278      1.00000
FN3    219.31650      7.70000     -0.10645      1.00000
FN3    210.79650      5.46500      0.01151      1.00000
FN3    208.96650      3.08000     -0.11659      1.00000
FN3    211.68150      3.02000     -0.04770      1.00000
FN3    215.89650      2.96000     -0.02043      1.00000
FN3    214.77150      2.88500      0.00265      1.00000
FN3    217.09650      2.37500      0.01463      1.00000
FN3    212.43150     29.82500     -0.10403      1.00000
FN3    205.68150     26.84000     -0.10078      1.00000
FN3    209.14650     26.67500     -0.08895      1.00000
FN3    209.74650     25.26500     -0.09521      1.00000
FN3    220.95150     25.19000     -0.16401      1.00000
FN3    210.37650     23.33000     -0.14059      1.00000
FN3    207.84150     22.55000     -0.19289      0.75875
FN3    218.73150     21.84500     -0.12018      1.00000
FN3    210.88650     20.88500     -0.16588      1.00000
FN3    212.07150     18.66500     -0.07446      1.00000
FN3    217.35150     17.51000     -0.11174      1.00000
FN3    208.95150     17.60000     -0.09235      1.00000
FN3    205.96650     16.16000     -0.05506      1.00000
FN3    220.63650     15.92000     -0.09382      1.00000
FN3    210.39150     15.78500     -0.11595      1.00000
FN3    210.22650     13.58000     -0.07574      1.00000
FN3    208.08150     13.19000     -0.03115      0.88471
FN3    206.86650     11.94500     -0.07101      1.00000
FN3    210.49650     10.11500     -0.12644      1.00000
FN3    209.91150      7.34000     -0.03722      1.00000
FN3    210.36150      5.96000     -0.06443      1.00000
FN3    216.73650      3.47000      0.00949      1.00000
FN3    213.06150     18.90500     -0.05743      1.00000
FN3    220.33650     18.75500     -0.16880      1.00000
FN2    184.67550    122.69000     -0.83865      1.00000
FN2    183.04050    120.33500     -0.80967      1.00000
FN2    181.04550    119.49500     -0.81431      1.00000
FN2    178.06050    116.27000     -0.88998      1.00000
FN2    184.46550    115.52000     -0.81013      1.00000
FN2    179.02050    113.84000     -0.75988      1.00000
FN2    181.72050    113.60000     -0.81220      1.00000
FN2    186.80550    112.23500     -0.81251      1.00000
